ev_id,arrival_period_raw,departure_period_raw,arrival_slot,departure_slot,departure_slot_exclusive,available_periods
1910,1,57,0,55,56,56
1911,1,57,0,55,56,56
1912,1,57,0,55,56,56
1913,1,57,0,55,56,56
1914,1,57,0,55,56,56
1915,1,57,0,55,56,56
1916,1,57,0,55,56,56
1917,1,57,0,55,56,56
1918,1,57,0,55,56,56
1919,1,57,0,55,56,56
1920,1,57,0,55,56,56
1921,1,57,0,55,56,56
1922,1,57,0,55,56,56
1923,1,57,0,55,56,56
1924,1,57,0,55,56,56
1925,1,57,0,55,56,56
1926,1,57,0,55,56,56
1927,1,57,0,55,56,56
1928,1,57,0,55,56,56
1929,1,57,0,55,56,56
1930,1,57,0,55,56,56
1931,1,57,0,55,56,56
1932,1,57,0,55,56,56
1933,1,57,0,55,56,56
1934,1,57,0,55,56,56
1935,1,57,0,55,56,56
1936,1,57,0,55,56,56
1937,1,57,0,55,56,56
1938,1,57,0,55,56,56
1939,1,57,0,55,56,56
1940,1,57,0,55,56,56
1941,1,57,0,55,56,56
1942,1,57,0,55,56,56
1943,1,57,0,55,56,56
1944,1,57,0,55,56,56
1945,1,57,0,55,56,56
1946,1,57,0,55,56,56
1947,1,57,0,55,56,56
1948,1,57,0,55,56,56
1949,1,57,0,55,56,56
1950,1,57,0,55,56,56
1951,1,57,0,55,56,56
1952,1,57,0,55,56,56
1953,1,57,0,55,56,56
1954,1,57,0,55,56,56
1955,1,57,0,55,56,56
1956,1,57,0,55,56,56
1957,1,57,0,55,56,56
1958,1,57,0,55,56,56
1959,1,57,0,55,56,56
1960,1,57,0,55,56,56
1961,1,57,0,55,56,56
1962,1,57,0,55,56,56
1963,1,57,0,55,56,56
1964,1,57,0,55,56,56
1965,1,57,0,55,56,56
1966,1,57,0,55,56,56
1967,1,57,0,55,56,56
1968,1,57,0,55,56,56
1969,1,57,0,55,56,56
1970,1,57,0,55,56,56
1971,1,57,0,55,56,56
1972,1,57,0,55,56,56
1973,1,57,0,55,56,56
1974,1,57,0,55,56,56
1975,1,57,0,55,56,56
1976,1,57,0,55,56,56
1977,1,57,0,55,56,56
1978,1,57,0,55,56,56
1979,1,57,0,55,56,56
1980,1,57,0,55,56,56
1981,1,57,0,55,56,56
1982,1,57,0,55,56,56
1983,1,57,0,55,56,56
1984,1,57,0,55,56,56
1985,1,57,0,55,56,56
1986,1,57,0,55,56,56
1987,1,57,0,55,56,56
1988,1,57,0,55,56,56
1989,1,57,0,55,56,56
1990,1,57,0,55,56,56
1991,1,57,0,55,56,56
1992,1,57,0,55,56,56
1993,1,57,0,55,56,56
1994,1,57,0,55,56,56
1995,1,57,0,55,56,56
1996,1,57,0,55,56,56
1997,1,57,0,55,56,56
1998,1,57,0,55,56,56
1999,1,57,0,55,56,56
2000,1,57,0,55,56,56
2001,1,57,0,55,56,56
2002,1,57,0,55,56,56
2003,1,57,0,55,56,56
2004,1,57,0,55,56,56
2005,1,57,0,55,56,56
2006,1,57,0,55,56,56
2007,1,57,0,55,56,56
2008,1,57,0,55,56,56
2009,1,57,0,55,56,56
2010,1,57,0,55,56,56
2011,1,57,0,55,56,56
2012,1,57,0,55,56,56
2013,1,57,0,55,56,56
2014,1,57,0,55,56,56
2015,1,57,0,55,56,56
2016,1,57,0,55,56,56
2017,1,57,0,55,56,56
2018,1,57,0,55,56,56
2019,1,57,0,55,56,56
2020,1,57,0,55,56,56
2021,1,57,0,55,56,56
2022,1,57,0,55,56,56
2023,1,57,0,55,56,56
2024,1,57,0,55,56,56
2025,1,57,0,55,56,56
2026,1,57,0,55,56,56
2027,1,57,0,55,56,56
2028,1,57,0,55,56,56
2029,1,57,0,55,56,56
2030,1,57,0,55,56,56
2031,1,57,0,55,56,56
2032,1,57,0,55,56,56
2033,1,57,0,55,56,56
2034,1,57,0,55,56,56
2035,1,57,0,55,56,56
2036,1,57,0,55,56,56
2037,1,57,0,55,56,56
2038,1,57,0,55,56,56
2039,1,57,0,55,56,56
2040,1,57,0,55,56,56
2041,1,57,0,55,56,56
2042,1,57,0,55,56,56
2043,1,57,0,55,56,56
2044,1,57,0,55,56,56
2045,1,57,0,55,56,56
2046,1,57,0,55,56,56
2047,1,57,0,55,56,56
2048,1,57,0,55,56,56
2049,1,57,0,55,56,56
2050,1,57,0,55,56,56
2051,1,57,0,55,56,56
2052,1,57,0,55,56,56
2053,1,57,0,55,56,56
2054,1,57,0,55,56,56
2055,1,57,0,55,56,56
2056,1,57,0,55,56,56
2057,1,57,0,55,56,56
2058,1,57,0,55,56,56
2059,1,57,0,55,56,56
2060,1,57,0,55,56,56
2061,1,57,0,55,56,56
2062,1,57,0,55,56,56
2063,1,57,0,55,56,56
2064,1,57,0,55,56,56
2065,1,57,0,55,56,56
2066,1,57,0,55,56,56
2067,1,57,0,55,56,56
2068,1,57,0,55,56,56
2069,1,57,0,55,56,56
2070,1,57,0,55,56,56
2071,1,57,0,55,56,56
2072,1,57,0,55,56,56
2073,1,57,0,55,56,56
2074,1,57,0,55,56,56
2075,1,57,0,55,56,56
2076,1,57,0,55,56,56
2077,1,57,0,55,56,56
2078,1,57,0,55,56,56
2079,1,57,0,55,56,56
2080,1,57,0,55,56,56
2081,1,57,0,55,56,56
2082,1,57,0,55,56,56
2083,1,57,0,55,56,56
2084,1,57,0,55,56,56
2085,1,57,0,55,56,56
2086,1,57,0,55,56,56
2087,1,57,0,55,56,56
2088,1,57,0,55,56,56
2089,1,57,0,55,56,56
2090,1,57,0,55,56,56
2091,1,57,0,55,56,56
2092,1,57,0,55,56,56
2093,1,57,0,55,56,56
2094,1,57,0,55,56,56
2095,1,57,0,55,56,56
2096,1,57,0,55,56,56
2097,1,57,0,55,56,56
2098,1,57,0,55,56,56
2099,1,57,0,55,56,56
2100,1,57,0,55,56,56
2101,1,57,0,55,56,56
2102,1,57,0,55,56,56
2103,1,57,0,55,56,56
2104,1,57,0,55,56,56
2105,1,57,0,55,56,56
2106,1,57,0,55,56,56
2107,1,57,0,55,56,56
2108,1,57,0,55,56,56
2109,1,57,0,55,56,56
2110,1,57,0,55,56,56
2111,1,57,0,55,56,56
2112,1,57,0,55,56,56
2113,1,57,0,55,56,56
2114,1,57,0,55,56,56
2115,1,57,0,55,56,56
2116,1,57,0,55,56,56
2117,1,57,0,55,56,56
2118,1,57,0,55,56,56
2119,1,57,0,55,56,56
2120,1,57,0,55,56,56
2121,1,57,0,55,56,56
2122,1,57,0,55,56,56
2123,1,57,0,55,56,56
2124,1,57,0,55,56,56
2125,1,57,0,55,56,56
2126,1,57,0,55,56,56
2127,1,57,0,55,56,56
2128,1,57,0,55,56,56
2129,1,57,0,55,56,56
2130,1,57,0,55,56,56
2131,1,57,0,55,56,56
2132,1,57,0,55,56,56
2133,1,57,0,55,56,56
2134,1,57,0,55,56,56
2135,1,57,0,55,56,56
2136,1,57,0,55,56,56
2137,1,57,0,55,56,56
2138,1,57,0,55,56,56
2139,1,57,0,55,56,56
2140,1,57,0,55,56,56
2141,1,57,0,55,56,56
2142,1,57,0,55,56,56
2143,1,57,0,55,56,56
2144,1,57,0,55,56,56
2145,1,57,0,55,56,56
2146,1,57,0,55,56,56
2147,1,57,0,55,56,56
2148,1,57,0,55,56,56
2149,1,57,0,55,56,56
2150,1,57,0,55,56,56
2151,1,57,0,55,56,56
2152,1,57,0,55,56,56
2153,1,57,0,55,56,56
2154,1,57,0,55,56,56
2155,1,57,0,55,56,56
2156,1,57,0,55,56,56
2157,1,57,0,55,56,56
2158,1,57,0,55,56,56
2159,1,57,0,55,56,56
2160,1,57,0,55,56,56
2161,1,57,0,55,56,56
2162,1,57,0,55,56,56
2163,1,57,0,55,56,56
2164,1,57,0,55,56,56
2165,1,57,0,55,56,56
2166,1,57,0,55,56,56
2167,1,57,0,55,56,56
2168,1,57,0,55,56,56
2169,1,57,0,55,56,56
2170,1,57,0,55,56,56
2171,1,57,0,55,56,56
2172,1,57,0,55,56,56
2173,1,57,0,55,56,56
2174,1,57,0,55,56,56
2175,1,57,0,55,56,56
2176,1,57,0,55,56,56
2177,1,57,0,55,56,56
2178,1,57,0,55,56,56
2179,1,57,0,55,56,56
2180,1,57,0,55,56,56
2181,1,57,0,55,56,56
2182,1,57,0,55,56,56
2183,1,57,0,55,56,56
2184,1,57,0,55,56,56
2185,1,57,0,55,56,56
2186,1,57,0,55,56,56
2187,1,57,0,55,56,56
2188,1,57,0,55,56,56
2189,1,57,0,55,56,56
2190,1,57,0,55,56,56
2191,1,57,0,55,56,56
2192,1,57,0,55,56,56
2193,1,57,0,55,56,56
2194,1,57,0,55,56,56
2195,1,57,0,55,56,56
2196,1,57,0,55,56,56
2197,1,57,0,55,56,56
2198,1,57,0,55,56,56
2199,1,57,0,55,56,56
2200,1,57,0,55,56,56
2201,1,57,0,55,56,56
2202,1,57,0,55,56,56
2203,1,57,0,55,56,56
2204,1,57,0,55,56,56
2205,1,57,0,55,56,56
2206,1,57,0,55,56,56
2207,1,57,0,55,56,56
2208,1,57,0,55,56,56
2209,1,57,0,55,56,56
2210,1,57,0,55,56,56
2211,1,57,0,55,56,56
2212,1,57,0,55,56,56
2213,1,57,0,55,56,56
2214,1,57,0,55,56,56
2215,1,57,0,55,56,56
2216,1,57,0,55,56,56
2217,2,57,0,55,56,56
2218,2,57,0,55,56,56
2219,2,57,0,55,56,56
2220,2,57,0,55,56,56
2221,2,57,0,55,56,56
2222,2,57,0,55,56,56
2223,2,57,0,55,56,56
2224,2,57,0,55,56,56
2225,2,57,0,55,56,56
2226,2,57,0,55,56,56
2227,2,57,0,55,56,56
2228,2,57,0,55,56,56
2229,2,57,0,55,56,56
2230,2,57,0,55,56,56
2231,2,57,0,55,56,56
2232,2,57,0,55,56,56
2233,2,57,0,55,56,56
2234,2,57,0,55,56,56
2235,2,57,0,55,56,56
2236,2,57,0,55,56,56
2237,2,57,0,55,56,56
2238,2,57,0,55,56,56
2239,2,57,0,55,56,56
2240,2,57,0,55,56,56
2241,2,57,0,55,56,56
2242,2,57,0,55,56,56
2243,2,57,0,55,56,56
2244,2,57,0,55,56,56
2245,2,57,0,55,56,56
2246,2,57,0,55,56,56
2247,2,57,0,55,56,56
2248,2,57,0,55,56,56
2249,2,57,0,55,56,56
2250,2,57,0,55,56,56
2251,2,57,0,55,56,56
2252,2,57,0,55,56,56
2253,2,57,0,55,56,56
2254,2,57,0,55,56,56
2255,2,57,0,55,56,56
2256,2,57,0,55,56,56
2257,2,57,0,55,56,56
2258,2,57,0,55,56,56
2259,2,57,0,55,56,56
2260,2,57,0,55,56,56
2261,2,57,0,55,56,56
2262,2,57,0,55,56,56
2263,2,57,0,55,56,56
2264,2,57,0,55,56,56
2265,2,57,0,55,56,56
2266,2,57,0,55,56,56
2267,2,57,0,55,56,56
2268,2,57,0,55,56,56
2269,2,57,0,55,56,56
2270,2,57,0,55,56,56
2271,2,57,0,55,56,56
2272,2,57,0,55,56,56
2273,2,57,0,55,56,56
2274,2,57,0,55,56,56
2275,2,57,0,55,56,56
2276,2,57,0,55,56,56
2277,2,57,0,55,56,56
2278,2,57,0,55,56,56
2279,2,57,0,55,56,56
2280,2,57,0,55,56,56
2281,2,57,0,55,56,56
2282,2,57,0,55,56,56
2283,2,57,0,55,56,56
2284,2,57,0,55,56,56
2285,2,57,0,55,56,56
2286,2,57,0,55,56,56
2287,2,57,0,55,56,56
2288,2,57,0,55,56,56
2289,2,57,0,55,56,56
2290,2,57,0,55,56,56
2291,2,57,0,55,56,56
2292,2,57,0,55,56,56
2293,2,57,0,55,56,56
2294,2,57,0,55,56,56
2295,2,57,0,55,56,56
2296,2,57,0,55,56,56
2297,2,57,0,55,56,56
2298,2,57,0,55,56,56
2299,2,57,0,55,56,56
2300,2,57,0,55,56,56
2301,2,57,0,55,56,56
2302,2,57,0,55,56,56
2303,2,57,0,55,56,56
2304,2,57,0,55,56,56
2305,2,57,0,55,56,56
2306,2,57,0,55,56,56
2307,2,57,0,55,56,56
2308,2,57,0,55,56,56
2309,2,57,0,55,56,56
2310,2,57,0,55,56,56
2311,2,57,0,55,56,56
2312,2,57,0,55,56,56
2313,2,57,0,55,56,56
2314,2,57,0,55,56,56
2315,2,57,0,55,56,56
2316,2,57,0,55,56,56
2317,2,57,0,55,56,56
2318,2,57,0,55,56,56
2319,2,57,0,55,56,56
2320,2,57,0,55,56,56
2321,2,57,0,55,56,56
2322,2,57,0,55,56,56
2323,2,57,0,55,56,56
2324,2,57,0,55,56,56
2325,2,57,0,55,56,56
2326,2,57,0,55,56,56
2327,2,57,0,55,56,56
2328,2,57,0,55,56,56
2329,2,57,0,55,56,56
2330,2,57,0,55,56,56
2331,2,57,0,55,56,56
2332,2,57,0,55,56,56
2333,2,57,0,55,56,56
2334,2,57,0,55,56,56
2335,2,57,0,55,56,56
2336,2,57,0,55,56,56
2337,2,57,0,55,56,56
2338,2,57,0,55,56,56
2339,2,57,0,55,56,56
2340,2,57,0,55,56,56
2341,2,57,0,55,56,56
2342,2,57,0,55,56,56
2343,2,57,0,55,56,56
2344,2,57,0,55,56,56
2345,2,57,0,55,56,56
2346,2,57,0,55,56,56
2347,2,57,0,55,56,56
2348,2,57,0,55,56,56
2349,2,57,0,55,56,56
2350,2,57,0,55,56,56
2351,3,57,1,55,56,55
2352,3,57,1,55,56,55
2353,3,57,1,55,56,55
2354,3,57,1,55,56,55
2355,3,57,1,55,56,55
2356,3,57,1,55,56,55
2357,3,57,1,55,56,55
2358,3,57,1,55,56,55
2359,3,57,1,55,56,55
2360,3,57,1,55,56,55
2361,3,57,1,55,56,55
2362,3,57,1,55,56,55
2363,3,57,1,55,56,55
2364,3,57,1,55,56,55
2365,3,57,1,55,56,55
2366,3,57,1,55,56,55
2367,3,57,1,55,56,55
2368,3,57,1,55,56,55
2369,3,57,1,55,56,55
2370,3,57,1,55,56,55
2371,3,57,1,55,56,55
2372,3,57,1,55,56,55
2373,3,57,1,55,56,55
2374,3,57,1,55,56,55
2375,3,57,1,55,56,55
2376,3,57,1,55,56,55
2377,3,57,1,55,56,55
2378,3,57,1,55,56,55
2379,3,57,1,55,56,55
2380,3,57,1,55,56,55
2381,3,57,1,55,56,55
2382,3,57,1,55,56,55
2383,3,57,1,55,56,55
2384,3,57,1,55,56,55
2385,3,57,1,55,56,55
2386,3,57,1,55,56,55
2387,3,57,1,55,56,55
2388,3,57,1,55,56,55
2389,3,57,1,55,56,55
2390,3,57,1,55,56,55
2391,3,57,1,55,56,55
2392,3,57,1,55,56,55
2393,3,57,1,55,56,55
2394,3,57,1,55,56,55
2395,3,57,1,55,56,55
2396,3,57,1,55,56,55
2397,3,57,1,55,56,55
2398,3,57,1,55,56,55
2399,3,57,1,55,56,55
2400,3,57,1,55,56,55
2401,3,57,1,55,56,55
2402,3,57,1,55,56,55
2403,3,57,1,55,56,55
2404,3,57,1,55,56,55
2405,3,57,1,55,56,55
2406,3,57,1,55,56,55
2407,3,57,1,55,56,55
2408,3,57,1,55,56,55
2409,3,57,1,55,56,55
2410,3,57,1,55,56,55
2411,3,57,1,55,56,55
2412,3,57,1,55,56,55
2413,3,57,1,55,56,55
2414,3,57,1,55,56,55
2415,3,57,1,55,56,55
2416,3,57,1,55,56,55
2417,3,57,1,55,56,55
2418,3,57,1,55,56,55
2419,3,57,1,55,56,55
2420,3,57,1,55,56,55
2421,3,57,1,55,56,55
2422,3,57,1,55,56,55
2423,3,57,1,55,56,55
2424,3,57,1,55,56,55
2425,3,57,1,55,56,55
2426,3,57,1,55,56,55
2427,3,57,1,55,56,55
2428,3,57,1,55,56,55
2429,3,57,1,55,56,55
2430,3,57,1,55,56,55
2431,3,57,1,55,56,55
2432,3,57,1,55,56,55
2433,3,57,1,55,56,55
2434,3,57,1,55,56,55
2435,3,57,1,55,56,55
2436,3,57,1,55,56,55
2437,3,57,1,55,56,55
2438,3,57,1,55,56,55
2439,3,57,1,55,56,55
2440,3,57,1,55,56,55
2441,3,57,1,55,56,55
2442,3,57,1,55,56,55
2443,3,57,1,55,56,55
2444,3,57,1,55,56,55
2445,3,57,1,55,56,55
2446,3,57,1,55,56,55
2447,3,57,1,55,56,55
2448,3,57,1,55,56,55
2449,3,57,1,55,56,55
2450,3,57,1,55,56,55
2451,3,57,1,55,56,55
2452,3,57,1,55,56,55
2453,3,57,1,55,56,55
2454,3,57,1,55,56,55
2455,3,57,1,55,56,55
2456,3,57,1,55,56,55
2457,3,57,1,55,56,55
2458,3,57,1,55,56,55
2459,3,57,1,55,56,55
2460,3,57,1,55,56,55
2461,4,57,2,55,56,54
2462,4,57,2,55,56,54
2463,4,57,2,55,56,54
2464,4,57,2,55,56,54
2465,4,57,2,55,56,54
2466,4,57,2,55,56,54
2467,4,57,2,55,56,54
2468,4,57,2,55,56,54
2469,4,57,2,55,56,54
2470,4,57,2,55,56,54
2471,4,57,2,55,56,54
2472,4,57,2,55,56,54
2473,4,57,2,55,56,54
2474,4,57,2,55,56,54
2475,4,57,2,55,56,54
2476,4,57,2,55,56,54
2477,4,57,2,55,56,54
2478,4,57,2,55,56,54
2479,4,57,2,55,56,54
2480,4,57,2,55,56,54
2481,4,57,2,55,56,54
2482,4,57,2,55,56,54
2483,4,57,2,55,56,54
2484,4,57,2,55,56,54
2485,4,57,2,55,56,54
2486,4,57,2,55,56,54
2487,4,57,2,55,56,54
2488,4,57,2,55,56,54
2489,4,57,2,55,56,54
2490,4,57,2,55,56,54
2491,4,57,2,55,56,54
2492,4,57,2,55,56,54
2493,4,57,2,55,56,54
2494,4,57,2,55,56,54
2495,4,57,2,55,56,54
2496,4,57,2,55,56,54
2497,4,57,2,55,56,54
2498,4,57,2,55,56,54
2499,4,57,2,55,56,54
2500,4,57,2,55,56,54
2501,4,57,2,55,56,54
2502,4,57,2,55,56,54
2503,4,57,2,55,56,54
2504,4,57,2,55,56,54
2505,4,57,2,55,56,54
2506,4,57,2,55,56,54
2507,4,57,2,55,56,54
2508,4,57,2,55,56,54
2509,4,57,2,55,56,54
2510,4,57,2,55,56,54
2511,4,57,2,55,56,54
2512,4,57,2,55,56,54
2513,4,57,2,55,56,54
2514,4,57,2,55,56,54
2515,4,57,2,55,56,54
2516,4,57,2,55,56,54
2517,4,57,2,55,56,54
2518,4,57,2,55,56,54
2519,4,57,2,55,56,54
2520,4,57,2,55,56,54
2521,4,57,2,55,56,54
2522,4,57,2,55,56,54
2523,4,57,2,55,56,54
2524,4,57,2,55,56,54
2525,4,57,2,55,56,54
2526,4,57,2,55,56,54
2527,4,57,2,55,56,54
2528,4,57,2,55,56,54
2529,4,57,2,55,56,54
2530,4,57,2,55,56,54
2531,4,57,2,55,56,54
2532,4,57,2,55,56,54
2533,4,57,2,55,56,54
2534,4,57,2,55,56,54
2535,4,57,2,55,56,54
2536,4,57,2,55,56,54
2537,4,57,2,55,56,54
2538,4,57,2,55,56,54
2539,4,57,2,55,56,54
2540,4,57,2,55,56,54
2541,4,57,2,55,56,54
2542,4,57,2,55,56,54
2543,4,57,2,55,56,54
2544,4,57,2,55,56,54
2545,4,57,2,55,56,54
2546,4,57,2,55,56,54
2547,4,57,2,55,56,54
2548,4,57,2,55,56,54
2549,4,57,2,55,56,54
2550,4,57,2,55,56,54
2551,4,57,2,55,56,54
2552,4,57,2,55,56,54
2553,4,57,2,55,56,54
2554,4,57,2,55,56,54
2555,5,57,3,55,56,53
2556,5,57,3,55,56,53
2557,5,57,3,55,56,53
2558,5,57,3,55,56,53
2559,5,57,3,55,56,53
2560,5,57,3,55,56,53
2561,5,57,3,55,56,53
2562,5,57,3,55,56,53
2563,5,57,3,55,56,53
2564,5,57,3,55,56,53
2565,5,57,3,55,56,53
2566,5,57,3,55,56,53
2567,5,57,3,55,56,53
2568,5,57,3,55,56,53
2569,5,57,3,55,56,53
2570,5,57,3,55,56,53
2571,5,57,3,55,56,53
2572,5,57,3,55,56,53
2573,5,57,3,55,56,53
2574,5,57,3,55,56,53
2575,5,57,3,55,56,53
2576,5,57,3,55,56,53
2577,5,57,3,55,56,53
2578,5,57,3,55,56,53
2579,5,57,3,55,56,53
2580,5,57,3,55,56,53
2581,5,57,3,55,56,53
2582,5,57,3,55,56,53
2583,5,57,3,55,56,53
2584,5,57,3,55,56,53
2585,5,57,3,55,56,53
2586,5,57,3,55,56,53
2587,5,57,3,55,56,53
2588,5,57,3,55,56,53
2589,5,57,3,55,56,53
2590,5,57,3,55,56,53
2591,5,57,3,55,56,53
2592,5,57,3,55,56,53
2593,5,57,3,55,56,53
2594,5,57,3,55,56,53
2595,5,57,3,55,56,53
2596,5,57,3,55,56,53
2597,5,57,3,55,56,53
2598,5,57,3,55,56,53
2599,5,57,3,55,56,53
2600,5,57,3,55,56,53
2601,5,57,3,55,56,53
2602,5,57,3,55,56,53
2603,5,57,3,55,56,53
2604,5,57,3,55,56,53
2605,5,57,3,55,56,53
2606,5,57,3,55,56,53
2607,5,57,3,55,56,53
2608,5,57,3,55,56,53
2609,5,57,3,55,56,53
2610,5,57,3,55,56,53
2611,5,57,3,55,56,53
2612,5,57,3,55,56,53
2613,5,57,3,55,56,53
2614,5,57,3,55,56,53
2615,5,57,3,55,56,53
2616,5,57,3,55,56,53
2617,5,57,3,55,56,53
2618,5,57,3,55,56,53
2619,5,57,3,55,56,53
2620,5,57,3,55,56,53
2621,5,57,3,55,56,53
2622,5,57,3,55,56,53
2623,5,57,3,55,56,53
2624,5,57,3,55,56,53
2625,5,57,3,55,56,53
2626,5,57,3,55,56,53
2627,5,57,3,55,56,53
2628,5,57,3,55,56,53
2629,5,57,3,55,56,53
2630,5,57,3,55,56,53
2631,5,57,3,55,56,53
2632,5,57,3,55,56,53
2633,5,57,3,55,56,53
2634,5,57,3,55,56,53
2635,5,57,3,55,56,53
2636,5,57,3,55,56,53
2637,6,57,4,55,56,52
2638,6,57,4,55,56,52
2639,6,57,4,55,56,52
2640,6,57,4,55,56,52
2641,6,57,4,55,56,52
2642,6,57,4,55,56,52
2643,6,57,4,55,56,52
2644,6,57,4,55,56,52
2645,6,57,4,55,56,52
2646,6,57,4,55,56,52
2647,6,57,4,55,56,52
2648,6,57,4,55,56,52
2649,6,57,4,55,56,52
2650,6,57,4,55,56,52
2651,6,57,4,55,56,52
2652,6,57,4,55,56,52
2653,6,57,4,55,56,52
2654,6,57,4,55,56,52
2655,6,57,4,55,56,52
2656,6,57,4,55,56,52
2657,6,57,4,55,56,52
2658,6,57,4,55,56,52
2659,6,57,4,55,56,52
2660,6,57,4,55,56,52
2661,6,57,4,55,56,52
2662,6,57,4,55,56,52
2663,6,57,4,55,56,52
2664,6,57,4,55,56,52
2665,6,57,4,55,56,52
2666,6,57,4,55,56,52
2667,6,57,4,55,56,52
2668,6,57,4,55,56,52
2669,6,57,4,55,56,52
2670,6,57,4,55,56,52
2671,6,57,4,55,56,52
2672,6,57,4,55,56,52
2673,6,57,4,55,56,52
2674,6,57,4,55,56,52
2675,6,57,4,55,56,52
2676,6,57,4,55,56,52
2677,6,57,4,55,56,52
2678,6,57,4,55,56,52
2679,6,57,4,55,56,52
2680,6,57,4,55,56,52
2681,6,57,4,55,56,52
2682,6,57,4,55,56,52
2683,6,57,4,55,56,52
2684,6,57,4,55,56,52
2685,6,57,4,55,56,52
2686,6,57,4,55,56,52
2687,6,57,4,55,56,52
2688,6,57,4,55,56,52
2689,6,57,4,55,56,52
2690,6,57,4,55,56,52
2691,6,57,4,55,56,52
2692,6,57,4,55,56,52
2693,6,57,4,55,56,52
2694,6,57,4,55,56,52
2695,6,57,4,55,56,52
2696,6,57,4,55,56,52
2697,6,57,4,55,56,52
2698,6,57,4,55,56,52
2699,6,57,4,55,56,52
2700,6,57,4,55,56,52
2701,6,57,4,55,56,52
2702,6,57,4,55,56,52
2703,6,57,4,55,56,52
2704,6,57,4,55,56,52
2705,6,57,4,55,56,52
2706,6,57,4,55,56,52
2707,6,57,4,55,56,52
2708,6,57,4,55,56,52
2709,6,57,4,55,56,52
2710,6,57,4,55,56,52
2711,6,57,4,55,56,52
2712,6,57,4,55,56,52
2713,7,57,5,55,56,51
2714,7,57,5,55,56,51
2715,7,57,5,55,56,51
2716,7,57,5,55,56,51
2717,7,57,5,55,56,51
2718,7,57,5,55,56,51
2719,7,57,5,55,56,51
2720,7,57,5,55,56,51
2721,7,57,5,55,56,51
2722,7,57,5,55,56,51
2723,7,57,5,55,56,51
2724,7,57,5,55,56,51
2725,7,57,5,55,56,51
2726,7,57,5,55,56,51
2727,7,57,5,55,56,51
2728,7,57,5,55,56,51
2729,7,57,5,55,56,51
2730,7,57,5,55,56,51
2731,7,57,5,55,56,51
2732,7,57,5,55,56,51
2733,7,57,5,55,56,51
2734,7,57,5,55,56,51
2735,7,57,5,55,56,51
2736,7,57,5,55,56,51
2737,7,57,5,55,56,51
2738,7,57,5,55,56,51
2739,7,57,5,55,56,51
2740,7,57,5,55,56,51
2741,7,57,5,55,56,51
2742,7,57,5,55,56,51
2743,7,57,5,55,56,51
2744,7,57,5,55,56,51
2745,7,57,5,55,56,51
2746,7,57,5,55,56,51
2747,7,57,5,55,56,51
2748,7,57,5,55,56,51
2749,7,57,5,55,56,51
2750,7,57,5,55,56,51
2751,7,57,5,55,56,51
2752,7,57,5,55,56,51
2753,7,57,5,55,56,51
2754,7,57,5,55,56,51
2755,7,57,5,55,56,51
2756,7,57,5,55,56,51
2757,7,57,5,55,56,51
2758,7,57,5,55,56,51
2759,7,57,5,55,56,51
2760,7,57,5,55,56,51
2761,7,57,5,55,56,51
2762,7,57,5,55,56,51
2763,7,57,5,55,56,51
2764,7,57,5,55,56,51
2765,7,57,5,55,56,51
2766,7,57,5,55,56,51
2767,7,57,5,55,56,51
2768,7,57,5,55,56,51
2769,7,57,5,55,56,51
2770,7,57,5,55,56,51
2771,7,57,5,55,56,51
2772,7,57,5,55,56,51
2773,7,57,5,55,56,51
2774,7,57,5,55,56,51
2775,7,57,5,55,56,51
2776,7,57,5,55,56,51
2777,7,57,5,55,56,51
2778,7,57,5,55,56,51
2779,7,57,5,55,56,51
2780,7,57,5,55,56,51
2781,7,57,5,55,56,51
2782,7,57,5,55,56,51
2783,7,57,5,55,56,51
2784,7,57,5,55,56,51
2785,7,57,5,55,56,51
2786,7,57,5,55,56,51
2787,7,57,5,55,56,51
2788,7,57,5,55,56,51
2789,7,57,5,55,56,51
2790,7,57,5,55,56,51
2791,8,57,6,55,56,50
2792,8,57,6,55,56,50
2793,8,57,6,55,56,50
2794,8,57,6,55,56,50
2795,8,57,6,55,56,50
2796,8,57,6,55,56,50
2797,8,57,6,55,56,50
2798,8,57,6,55,56,50
2799,8,57,6,55,56,50
2800,8,57,6,55,56,50
2801,8,57,6,55,56,50
2802,8,57,6,55,56,50
2803,8,57,6,55,56,50
2804,8,57,6,55,56,50
2805,8,57,6,55,56,50
2806,8,57,6,55,56,50
2807,8,57,6,55,56,50
2808,8,57,6,55,56,50
2809,8,57,6,55,56,50
2810,8,57,6,55,56,50
2811,8,57,6,55,56,50
2812,8,57,6,55,56,50
2813,8,57,6,55,56,50
2814,8,57,6,55,56,50
2815,8,57,6,55,56,50
2816,8,57,6,55,56,50
2817,8,57,6,55,56,50
2818,8,57,6,55,56,50
2819,8,57,6,55,56,50
2820,8,57,6,55,56,50
2821,8,57,6,55,56,50
2822,8,57,6,55,56,50
2823,8,57,6,55,56,50
2824,8,57,6,55,56,50
2825,8,57,6,55,56,50
2826,8,57,6,55,56,50
2827,8,57,6,55,56,50
2828,8,57,6,55,56,50
2829,8,57,6,55,56,50
2830,8,57,6,55,56,50
2831,8,57,6,55,56,50
2832,8,57,6,55,56,50
2833,8,57,6,55,56,50
2834,8,57,6,55,56,50
2835,8,57,6,55,56,50
2836,8,57,6,55,56,50
2837,8,57,6,55,56,50
2838,8,57,6,55,56,50
